Channel,Theta,Alpha,Lowbeta,Highbeta,Gamma
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
Pz,264.1028476,532.0125654,279.7937242,356.9529512,155.6783957
T8,344.9744599,754.8455031,669.8923167,806.4610668,305.6517865
AF4,956.6226068,776.522446,852.5060644,677.4804002,320.5534783
AF3,492.5299528,393.0393986,782.4945252,631.6673059,300.5000077
T7,1164.369591,730.7938634,759.2869963,520.3130442,284.9824659
