Channel , Theta ,Alpha ,Low beta ,High beta , Gamma 
AF3,70.30547631893762,45.3631224381858,87.44762042485598,50.412237647448194,37.505863445149586,
T7,63.85424030708813,60.773724102561715,104.23067527846543,60.47982012161254,32.5248020480351,
Pz,2.789310038465391,3.5203696640562665,12.861280588884863,8.268873916415592,8.487001577556159,
T8,38.50395792648451,42.036102580869596,177.87757354457824,47.63066988545361,58.55479991133216,
AF4,89.51429067115454,26.485975320919074,182.8725256946505,72.90890466252809,64.73775784256695,
AF3,70.30547631893762,45.3631224381858,87.44762042485598,50.412237647448194,37.505863445149586,
T7,63.85424030708813,60.773724102561715,104.23067527846543,60.47982012161254,32.5248020480351,
Pz,2.789310038465391,3.5203696640562665,12.861280588884863,8.268873916415592,8.487001577556159,
T8,38.50395792648451,42.036102580869596,177.87757354457824,47.63066988545361,58.55479991133216,
AF4,89.51429067115454,26.485975320919074,182.8725256946505,72.90890466252809,64.73775784256695,
AF3,70.30547631893762,45.3631224381858,87.44762042485598,50.412237647448194,37.505863445149586,
T7,63.85424030708813,60.773724102561715,104.23067527846543,60.47982012161254,32.5248020480351,
Pz,2.789310038465391,3.5203696640562665,12.861280588884863,8.268873916415592,8.487001577556159,
T8,38.50395792648451,42.036102580869596,177.87757354457824,47.63066988545361,58.55479991133216,
AF4,89.51429067115454,26.485975320919074,182.8725256946505,72.90890466252809,64.73775784256695,
AF3,70.30547631893762,45.3631224381858,87.44762042485598,50.412237647448194,37.505863445149586,
T7,63.85424030708813,60.773724102561715,104.23067527846543,60.47982012161254,32.5248020480351,
Pz,2.789310038465391,3.5203696640562665,12.861280588884863,8.268873916415592,8.487001577556159,
T8,38.50395792648451,42.036102580869596,177.87757354457824,47.63066988545361,58.55479991133216,
AF4,89.51429067115454,26.485975320919074,182.8725256946505,72.90890466252809,64.73775784256695,
AF3,70.30547631893762,45.3631224381858,87.44762042485598,50.412237647448194,37.505863445149586,
T7,63.85424030708813,60.773724102561715,104.23067527846543,60.47982012161254,32.5248020480351,
Pz,2.789310038465391,3.5203696640562665,12.861280588884863,8.268873916415592,8.487001577556159,
T8,38.50395792648451,42.036102580869596,177.87757354457824,47.63066988545361,58.55479991133216,
AF4,89.51429067115454,26.485975320919074,182.8725256946505,72.90890466252809,64.73775784256695,
AF3,70.30547631893762,45.3631224381858,87.44762042485598,50.412237647448194,37.505863445149586,
T7,63.85424030708813,60.773724102561715,104.23067527846543,60.47982012161254,32.5248020480351,
Pz,2.789310038465391,3.5203696640562665,12.861280588884863,8.268873916415592,8.487001577556159,
T8,38.50395792648451,42.036102580869596,177.87757354457824,47.63066988545361,58.55479991133216,
AF4,89.51429067115454,26.485975320919074,182.8725256946505,72.90890466252809,64.73775784256695,
AF3,70.30547631893762,45.3631224381858,87.44762042485598,50.412237647448194,37.505863445149586,
T7,63.85424030708813,60.773724102561715,104.23067527846543,60.47982012161254,32.5248020480351,
Pz,2.789310038465391,3.5203696640562665,12.861280588884863,8.268873916415592,8.487001577556159,
