Channel , Theta ,Alpha ,Low beta ,High beta , Gamma 
AF3,59.35032981007484,50.56045508839833,17.427289105015426,16.69581835447688,22.172414935403292,
T7,50.523475993540366,120.74045899966124,111.5913140666945,75.33496421773197,150.94221462675256,
Pz,198.28898453556562,84.67121912287324,111.56979604882203,124.0264997894324,263.41626995993005,
T8,129.5534755440186,237.83767911279767,280.89159324622847,184.59058935515023,181.26531463061409,
AF4,55.00565340395291,19.046058850303144,17.2684430403769,8.829816434644936,24.1636398004923,
AF3,59.35032981007484,50.56045508839833,17.427289105015426,16.69581835447688,22.172414935403292,
T7,50.523475993540366,120.74045899966124,111.5913140666945,75.33496421773197,150.94221462675256,
Pz,198.28898453556562,84.67121912287324,111.56979604882203,124.0264997894324,263.41626995993005,
T8,129.5534755440186,237.83767911279767,280.89159324622847,184.59058935515023,181.26531463061409,
AF4,55.00565340395291,19.046058850303144,17.2684430403769,8.829816434644936,24.1636398004923,
AF3,124.433415830455,65.9346995473249,38.218830347783694,19.195664461929585,14.992986266567636,
T7,63.716775182906204,141.32967933882213,107.64326794147611,85.26361515559373,97.23993436480325,
Pz,166.40022877458526,175.0543245329244,317.4860347846438,148.62409106121225,118.04693218892518,
T8,96.089714964684,156.30929977003785,280.85287826482414,140.45471600295716,253.0462637661067,
AF4,111.85335046979303,16.170278222705335,10.189846062680495,8.09189777548033,20.142092377800182,
AF3,124.433415830455,65.9346995473249,38.218830347783694,19.195664461929585,14.992986266567636,
T7,63.716775182906204,141.32967933882213,107.64326794147611,85.26361515559373,97.23993436480325,
Pz,166.40022877458526,175.0543245329244,317.4860347846438,148.62409106121225,118.04693218892518,
T8,96.089714964684,156.30929977003785,280.85287826482414,140.45471600295716,253.0462637661067,
AF4,111.85335046979303,16.170278222705335,10.189846062680495,8.09189777548033,20.142092377800182,
AF3,124.433415830455,65.9346995473249,38.218830347783694,19.195664461929585,14.992986266567636,
T7,63.716775182906204,141.32967933882213,107.64326794147611,85.26361515559373,97.23993436480325,
Pz,166.40022877458526,175.0543245329244,317.4860347846438,148.62409106121225,118.04693218892518,
T8,96.089714964684,156.30929977003785,280.85287826482414,140.45471600295716,253.0462637661067,
AF4,111.85335046979303,16.170278222705335,10.189846062680495,8.09189777548033,20.142092377800182,
AF3,124.433415830455,65.9346995473249,38.218830347783694,19.195664461929585,14.992986266567636,
T7,63.716775182906204,141.32967933882213,107.64326794147611,85.26361515559373,97.23993436480325,
Pz,166.40022877458526,175.0543245329244,317.4860347846438,148.62409106121225,118.04693218892518,
T8,96.089714964684,156.30929977003785,280.85287826482414,140.45471600295716,253.0462637661067,
AF4,111.85335046979303,16.170278222705335,10.189846062680495,8.09189777548033,20.142092377800182,
AF3,124.433415830455,65.9346995473249,38.218830347783694,19.195664461929585,14.992986266567636,
T7,63.716775182906204,141.32967933882213,107.64326794147611,85.26361515559373,97.23993436480325,
Pz,166.40022877458526,175.0543245329244,317.4860347846438,148.62409106121225,118.04693218892518,
T8,96.089714964684,156.30929977003785,280.85287826482414,140.45471600295716,253.0462637661067,
AF4,111.85335046979303,16.170278222705335,10.189846062680495,8.09189777548033,20.142092377800182,
AF3,124.433415830455,65.9346995473249,38.218830347783694,19.195664461929585,14.992986266567636,
T7,63.716775182906204,141.32967933882213,107.64326794147611,85.26361515559373,97.23993436480325,
Pz,166.40022877458526,175.0543245329244,317.4860347846438,148.62409106121225,118.04693218892518,
T8,96.089714964684,156.30929977003785,280.85287826482414,140.45471600295716,253.0462637661067,
AF4,111.85335046979303,16.170278222705335,10.189846062680495,8.09189777548033,20.142092377800182,
AF3,124.433415830455,65.9346995473249,38.218830347783694,19.195664461929585,14.992986266567636,
T7,63.716775182906204,141.32967933882213,107.64326794147611,85.26361515559373,97.23993436480325,
Pz,166.40022877458526,175.0543245329244,317.4860347846438,148.62409106121225,118.04693218892518,
T8,96.089714964684,156.30929977003785,280.85287826482414,140.45471600295716,253.0462637661067,
AF4,111.85335046979303,16.170278222705335,10.189846062680495,8.09189777548033,20.142092377800182,
AF3,124.433415830455,65.9346995473249,38.218830347783694,19.195664461929585,14.992986266567636,
T7,63.716775182906204,141.32967933882213,107.64326794147611,85.26361515559373,97.23993436480325,
Pz,166.40022877458526,175.0543245329244,317.4860347846438,148.62409106121225,118.04693218892518,
T8,96.089714964684,156.30929977003785,280.85287826482414,140.45471600295716,253.0462637661067,
AF4,111.85335046979303,16.170278222705335,10.189846062680495,8.09189777548033,20.142092377800182,
AF3,124.433415830455,65.9346995473249,38.218830347783694,19.195664461929585,14.992986266567636,
T7,63.716775182906204,141.32967933882213,107.64326794147611,85.26361515559373,97.23993436480325,
Pz,166.40022877458526,175.0543245329244,317.4860347846438,148.62409106121225,118.04693218892518,
T8,96.089714964684,156.30929977003785,280.85287826482414,140.45471600295716,253.0462637661067,
AF4,111.85335046979303,16.170278222705335,10.189846062680495,8.09189777548033,20.142092377800182,
AF3,124.433415830455,65.9346995473249,38.218830347783694,19.195664461929585,14.992986266567636,
T7,63.716775182906204,141.32967933882213,107.64326794147611,85.26361515559373,97.23993436480325,
Pz,166.40022877458526,175.0543245329244,317.4860347846438,148.62409106121225,118.04693218892518,
T8,96.089714964684,156.30929977003785,280.85287826482414,140.45471600295716,253.0462637661067,
AF4,111.85335046979303,16.170278222705335,10.189846062680495,8.09189777548033,20.142092377800182,
AF3,124.433415830455,65.9346995473249,38.218830347783694,19.195664461929585,14.992986266567636,
T7,63.716775182906204,141.32967933882213,107.64326794147611,85.26361515559373,97.23993436480325,
Pz,166.40022877458526,175.0543245329244,317.4860347846438,148.62409106121225,118.04693218892518,
T8,96.089714964684,156.30929977003785,280.85287826482414,140.45471600295716,253.0462637661067,
AF4,111.85335046979303,16.170278222705335,10.189846062680495,8.09189777548033,20.142092377800182,
AF3,124.433415830455,65.9346995473249,38.218830347783694,19.195664461929585,14.992986266567636,
T7,63.716775182906204,141.32967933882213,107.64326794147611,85.26361515559373,97.23993436480325,
Pz,166.40022877458526,175.0543245329244,317.4860347846438,148.62409106121225,118.04693218892518,
T8,96.089714964684,156.30929977003785,280.85287826482414,140.45471600295716,253.0462637661067,
AF4,111.85335046979303,16.170278222705335,10.189846062680495,8.09189777548033,20.142092377800182,
AF3,124.433415830455,65.9346995473249,38.218830347783694,19.195664461929585,14.992986266567636,
T7,63.716775182906204,141.32967933882213,107.64326794147611,85.26361515559373,97.23993436480325,
Pz,166.40022877458526,175.0543245329244,317.4860347846438,148.62409106121225,118.04693218892518,
T8,96.089714964684,156.30929977003785,280.85287826482414,140.45471600295716,253.0462637661067,
AF4,111.85335046979303,16.170278222705335,10.189846062680495,8.09189777548033,20.142092377800182,
AF3,124.433415830455,65.9346995473249,38.218830347783694,19.195664461929585,14.992986266567636,
T7,63.716775182906204,141.32967933882213,107.64326794147611,85.26361515559373,97.23993436480325,
Pz,166.40022877458526,175.0543245329244,317.4860347846438,148.62409106121225,118.04693218892518,
T8,96.089714964684,156.30929977003785,280.85287826482414,140.45471600295716,253.0462637661067,
AF4,111.85335046979303,16.170278222705335,10.189846062680495,8.09189777548033,20.142092377800182,
AF3,124.433415830455,65.9346995473249,38.218830347783694,19.195664461929585,14.992986266567636,
T7,63.716775182906204,141.32967933882213,107.64326794147611,85.26361515559373,97.23993436480325,
Pz,166.40022877458526,175.0543245329244,317.4860347846438,148.62409106121225,118.04693218892518,
T8,96.089714964684,156.30929977003785,280.85287826482414,140.45471600295716,253.0462637661067,
AF4,111.85335046979303,16.170278222705335,10.189846062680495,8.09189777548033,20.142092377800182,
AF3,124.433415830455,65.9346995473249,38.218830347783694,19.195664461929585,14.992986266567636,
T7,63.716775182906204,141.32967933882213,107.64326794147611,85.26361515559373,97.23993436480325,
Pz,166.40022877458526,175.0543245329244,317.4860347846438,148.62409106121225,118.04693218892518,
T8,96.089714964684,156.30929977003785,280.85287826482414,140.45471600295716,253.0462637661067,
AF4,111.85335046979303,16.170278222705335,10.189846062680495,8.09189777548033,20.142092377800182,
AF3,124.433415830455,65.9346995473249,38.218830347783694,19.195664461929585,14.992986266567636,
T7,63.716775182906204,141.32967933882213,107.64326794147611,85.26361515559373,97.23993436480325,
Pz,166.40022877458526,175.0543245329244,317.4860347846438,148.62409106121225,118.04693218892518,
T8,96.089714964684,156.30929977003785,280.85287826482414,140.45471600295716,253.0462637661067,
AF4,111.85335046979303,16.170278222705335,10.189846062680495,8.09189777548033,20.142092377800182,
AF3,124.433415830455,65.9346995473249,38.218830347783694,19.195664461929585,14.992986266567636,
T7,63.716775182906204,141.32967933882213,107.64326794147611,85.26361515559373,97.23993436480325,
Pz,166.40022877458526,175.0543245329244,317.4860347846438,148.62409106121225,118.04693218892518,
T8,96.089714964684,156.30929977003785,280.85287826482414,140.45471600295716,253.0462637661067,
AF4,111.85335046979303,16.170278222705335,10.189846062680495,8.09189777548033,20.142092377800182,
